trust_bridge,dev_trust,median_own_rank
0.23823529411764705,,15.0
-0.032352941176470584,,15.0
-0.01764705882352941,,15.0
0.1264705882352941,,15.0
0.38823529411764707,,15.0
0.28529411764705886,,15.0
0.0029411764705882353,,15.0
-0.18235294117647058,,15.0
-0.2529411764705882,,15.0
-0.2323529411764706,,15.0
0.6235294117647059,,15.0
0.3323529411764706,,15.0
0.21176470588235297,,15.0
-0.14705882352941177,,15.0
0.4147058823529412,,15.0
-0.0058823529411764705,,15.0
-0.2411764705882353,,15.0
0.29705882352941176,,15.0
-0.28529411764705886,,15.0
-0.01764705882352941,,15.0
0.1176470588235294,,15.0
-0.13823529411764704,,15.0
0.1264705882352941,,15.0
0.11176470588235293,,15.0
-0.03823529411764706,,15.0
-0.2529411764705882,,15.0
-0.01764705882352941,,15.0
-0.06764705882352941,,15.0
0.36470588235294116,,15.0
-0.10882352941176471,,15.0
0.09999999999999999,,15.0
0.2647058823529412,,15.0
0.055882352941176466,,15.0
-0.15294117647058825,,15.0
-0.0058823529411764705,,15.0
-0.0029411764705882353,,15.0
0.10588235294117648,,15.0
-0.19999999999999998,,15.0
-0.22647058823529412,,15.0
0.10588235294117648,,15.0
0.24705882352941175,,15.0
-0.12941176470588234,,15.0
-0.25,,15.0
0.07647058823529412,,15.0
0.1176470588235294,,15.0
0.03529411764705882,,15.0
0.11176470588235293,,15.0
-0.07941176470588236,,15.0
0.02941176470588235,,15.0
0.30882352941176466,,15.0
-0.35000000000000003,,15.0
-0.5911764705882353,,15.0
0.38235294117647056,,15.0
0.3294117647058824,,15.0
0.27058823529411763,,15.0
0.2529411764705882,,15.0
0.12941176470588234,,15.0
0.27941176470588236,,15.0
-0.03823529411764706,,15.0
0.16176470588235295,,15.0
-0.12941176470588234,,15.0
0.7411764705882353,,15.0
0.22647058823529412,,15.0
-0.044117647058823525,,15.0
-0.24705882352941175,,15.0
-0.06764705882352941,,15.0
0.14411764705882352,,15.0
0.4735294117647058,,15.0
0.21176470588235297,,15.0
-0.32647058823529407,,15.0
0.014705882352941175,,15.0
-0.16176470588235295,,15.0
0.1264705882352941,,15.0
0.25588235294117645,,15.0
-0.09999999999999999,,15.0
0.34705882352941175,,15.0
0.09705882352941177,,15.0
0.488235294117647,,15.0
-0.06470588235294117,,15.0
-0.06470588235294117,,15.0
0.4588235294117647,,15.0
-0.07058823529411765,,15.0
0.08823529411764705,,15.0
0.023529411764705882,,15.0
-0.22352941176470587,,15.0
0.5970588235294118,,15.0
-0.1411764705882353,,15.0
-0.17941176470588235,,15.0
-0.08529411764705883,,15.0
0.09411764705882353,,15.0
-0.03823529411764706,,15.0
-0.17058823529411765,,15.0
0.17058823529411765,,15.0
0.3941176470588235,,15.0
0.3558823529411765,,15.0
-0.32647058823529407,,15.0
0.05294117647058824,,15.0
0.0588235294117647,,15.0
-0.3323529411764706,,15.0
-0.12352941176470587,,15.0
0.2323529411764706,,15.0
-0.08529411764705883,,15.0
0.02647058823529412,,15.0
-0.3382352941176471,,15.0
0.0,,15.0
-0.6,,15.0
0.014705882352941175,,15.0
-0.19705882352941176,,15.0
-0.2647058823529412,,15.0
0.3941176470588235,,15.0
0.22941176470588234,,15.0
0.36764705882352944,,15.0
0.4823529411764706,,15.0
0.2352941176470588,,15.0
-0.0058823529411764705,,15.0
0.2823529411764706,,15.0
-0.31176470588235294,,15.0
0.14411764705882352,,15.0
-0.049999999999999996,,15.0
0.12352941176470587,,15.0
-0.049999999999999996,,15.0
-0.03529411764705882,,15.0
0.7205882352941175,,15.0
-0.3411764705882353,,15.0
0.3,,15.0
0.2058823529411765,,15.0
0.06764705882352941,,15.0
0.08823529411764705,,15.0
0.3235294117647059,,15.0
0.4294117647058823,,15.0
-0.28529411764705886,,15.0
0.18235294117647058,,15.0
0.07352941176470588,,15.0
0.26176470588235295,,15.0
-0.06764705882352941,,15.0
0.15882352941176472,,15.0
0.6823529411764706,,15.0
-0.02941176470588235,,15.0
-0.06764705882352941,,15.0
-0.5705882352941177,,15.0
-0.15294117647058825,,15.0
-0.055882352941176466,,15.0
-0.1264705882352941,,15.0
0.5117647058823529,,15.0
-0.06470588235294117,,15.0
-0.27058823529411763,,15.0
-0.3558823529411765,,15.0
0.2911764705882353,,15.0
0.2088235294117647,,15.0
0.3911764705882353,,15.0
0.032352941176470584,,15.0
-0.07941176470588236,,15.0
-0.3529411764705882,,15.0
0.45294117647058824,,15.0
0.26176470588235295,,15.0
0.16764705882352943,,15.0
0.5647058823529412,,15.0
0.1176470588235294,,15.0
0.03529411764705882,,15.0
0.3852941176470588,,15.0
0.2735294117647059,,15.0
-0.1323529411764706,,15.0
-0.008823529411764706,,15.0
-0.047058823529411764,,15.0
-0.13823529411764704,,15.0
0.0058823529411764705,,15.0
-0.055882352941176466,,15.0
0.06764705882352941,,15.0
0.17058823529411765,,15.0
-0.17941176470588235,,15.0
0.36470588235294116,,15.0
-0.32647058823529407,,15.0
-0.2323529411764706,,15.0
0.5588235294117647,,15.0
-0.008823529411764706,,15.0
0.18823529411764706,,15.0
0.014705882352941175,,15.0
-0.36470588235294116,,15.0
0.5117647058823529,,15.0
-0.15588235294117647,,15.0
-0.008823529411764706,,15.0
-0.3029411764705882,,15.0
-0.02941176470588235,,15.0
-0.2058823529411765,,15.0
-0.06764705882352941,,15.0
-0.032352941176470584,,15.0
0.3029411764705882,,15.0
0.13529411764705881,,15.0
0.09705882352941177,,15.0
0.07058823529411765,,15.0
0.44705882352941173,,15.0
0.35000000000000003,,15.0
-0.11470588235294117,,15.0
-0.16764705882352943,,15.0
0.07352941176470588,,15.0
0.16764705882352943,,15.0
-0.37058823529411766,,15.0
-0.10882352941176471,,15.0
-0.11176470588235293,,15.0
-0.22352941176470587,,15.0
0.4264705882352941,,15.0
0.5676470588235295,,15.0
0.3764705882352941,,15.0
-0.02058823529411765,,15.0
-0.049999999999999996,,15.0
-0.3588235294117647,,15.0
-0.2647058823529412,,15.0
0.3588235294117647,,15.0
-0.14411764705882352,,15.0
-0.3058823529411765,,15.0
0.3735294117647059,,15.0
0.3058823529411765,,15.0
0.02941176470588235,,15.0
-0.09117647058823529,,15.0
-0.17352941176470588,,15.0
-0.22647058823529412,,15.0
-0.023529411764705882,,15.0
0.1323529411764706,,15.0
0.01764705882352941,,15.0
-0.28529411764705886,,15.0
-0.09705882352941177,,15.0
-0.10882352941176471,,15.0
0.2088235294117647,,15.0
0.4441176470588235,,15.0
-0.4647058823529412,,15.0
0.3058823529411765,,15.0
-0.2911764705882353,,15.0
0.01764705882352941,,15.0
0.13823529411764704,,15.0
-0.02941176470588235,,15.0
-0.014705882352941175,,15.0
0.3529411764705882,,15.0
-0.12352941176470587,,15.0
0.02941176470588235,,15.0
-0.02058823529411765,,15.0
0.2735294117647059,,15.0
-0.26176470588235295,,15.0
0.4735294117647058,,15.0
0.18529411764705883,,15.0
-0.2911764705882353,,15.0
0.02647058823529412,,15.0
0.10588235294117648,,15.0
0.08823529411764705,,15.0
-0.047058823529411764,,15.0
-0.047058823529411764,,15.0
0.55,,15.0
-0.12941176470588234,,15.0
-0.27058823529411763,,15.0
-0.06176470588235294,,15.0
0.538235294117647,,15.0
0.15,,15.0
-0.02941176470588235,,15.0
0.4941176470588235,,15.0
-0.02941176470588235,,15.0
-0.28529411764705886,,15.0
-0.4705882352941176,,15.0
-0.07647058823529412,,15.0
-0.10882352941176471,,15.0
-0.22352941176470587,,15.0
0.055882352941176466,,15.0
0.16764705882352943,,15.0
-0.06470588235294117,,15.0
0.6470588235294118,,15.0
-0.36176470588235293,,15.0
-0.008823529411764706,,15.0
0.2588235294117647,,15.0
-0.023529411764705882,,15.0
0.4205882352941176,,15.0
0.16764705882352943,,15.0
-0.3735294117647059,,15.0
-0.25588235294117645,,15.0
-0.37058823529411766,,15.0
-0.4705882352941176,,15.0
-0.2764705882352941,,15.0
0.011764705882352941,,15.0
-0.09999999999999999,,15.0
-0.1647058823529412,,15.0
-0.17058823529411765,,15.0
0.2088235294117647,,15.0
-0.008823529411764706,,15.0
-0.1764705882352941,,15.0
-0.3941176470588235,,15.0
0.4735294117647058,,15.0
0.0588235294117647,,15.0
0.0,,15.0
0.15588235294117647,,15.0
-0.011764705882352941,,15.0
-0.2352941176470588,,15.0
-0.09999999999999999,,15.0
-0.28823529411764703,,15.0
0.3294117647058824,,15.0
0.43529411764705883,,15.0
0.30882352941176466,,15.0
-0.07352941176470588,,15.0
-0.19705882352941176,,15.0
-0.538235294117647,,15.0
-0.13529411764705881,,15.0
0.10588235294117648,,15.0
-0.25,,15.0
-0.07352941176470588,,15.0
-0.17352941176470588,,15.0
0.22058823529411767,,15.0
-0.0823529411764706,,15.0
-0.032352941176470584,,15.0
-0.09117647058823529,,15.0
0.2088235294117647,,15.0
-0.21764705882352942,,15.0
-0.01764705882352941,,15.0
-0.011764705882352941,,15.0
0.19117647058823528,,15.0
0.31764705882352945,,15.0
0.17352941176470588,,15.0
-0.22352941176470587,,15.0
0.2441176470588235,,15.0
0.14411764705882352,,15.0
0.0058823529411764705,,15.0
0.4588235294117647,,15.0
-0.38235294117647056,,15.0
-0.09411764705882353,,15.0
-0.34411764705882353,,15.0
-0.5294117647058824,,15.0
0.5205882352941177,,15.0
-0.008823529411764706,,15.0
0.4617647058823529,,15.0
-0.16764705882352943,,15.0
0.25,,15.0
-0.3588235294117647,,15.0
-0.10588235294117648,,15.0
0.032352941176470584,,15.0
0.014705882352941175,,15.0
0.1647058823529412,,15.0
0.08529411764705883,,15.0
-0.5617647058823529,,15.0
0.1764705882352941,,15.0
0.06176470588235294,,15.0
0.1323529411764706,,15.0
-0.2529411764705882,,15.0
0.1764705882352941,,15.0
0.03529411764705882,,15.0
-0.1411764705882353,,15.0
-0.19999999999999998,,15.0
-0.17941176470588235,,15.0
0.01764705882352941,,15.0
0.26176470588235295,,15.0
0.1647058823529412,,15.0
-0.1323529411764706,,15.0
-0.09411764705882353,,15.0
0.3,,15.0
0.09411764705882353,,15.0
-0.19705882352941176,,15.0
0.0058823529411764705,,15.0
-0.27058823529411763,,15.0
-0.2441176470588235,,15.0
-0.12941176470588234,,15.0
-0.14705882352941177,,15.0
-0.5117647058823529,,15.0
-0.09999999999999999,,15.0
0.3970588235294118,,15.0
0.01764705882352941,,15.0
-0.3205882352941176,,15.0
0.07647058823529412,,15.0
0.2588235294117647,,15.0
-0.13823529411764704,,15.0
-0.2323529411764706,,15.0
0.17941176470588235,,15.0
-0.1176470588235294,,15.0
0.13823529411764704,,15.0
0.023529411764705882,,15.0
-0.34705882352941175,,15.0
0.09117647058823529,,15.0
0.011764705882352941,,15.0
-0.02647058823529412,,15.0
0.0411764705882353,,15.0
-0.032352941176470584,,15.0
-0.2529411764705882,,15.0
0.31764705882352945,,15.0
-0.18529411764705883,,15.0
-0.29705882352941176,,15.0
-0.12352941176470587,,15.0
-0.22352941176470587,,15.0
-0.27058823529411763,,15.0
-0.10588235294117648,,15.0
0.28529411764705886,,15.0
-0.0029411764705882353,,15.0
-0.3558823529411765,,15.0
-0.3588235294117647,,15.0
0.6029411764705882,,15.0
0.4176470588235294,,15.0
-0.1647058823529412,,15.0
0.1264705882352941,,15.0
0.18529411764705883,,15.0
-0.5441176470588236,,15.0
0.15,,15.0
0.17058823529411765,,15.0
-0.23823529411764705,,15.0
0.4441176470588235,,15.0
0.2911764705882353,,15.0
-0.11470588235294117,,15.0
0.5411764705882353,,15.0
-0.2411764705882353,,15.0
0.2323529411764706,,15.0
0.06470588235294117,,15.0
0.06176470588235294,,15.0
