iso3,year,gdp_pc_ppp,gini,agri_empl
BRN,2018,78099.0507802561,,1.06078162346131
BRN,2019,80228.1598170527,,1.95358268413174
BTN,2015,12400.2983237391,,57.9856546922361
BTN,2016,13320.9759036882,,56.5725497646088
BTN,2017,13482.3425280358,37.4,55.4526881846681
BTN,2018,13854.8543977158,,54.0002842532406
BTN,2019,14555.1884045845,,51.125905985782
BWA,2015,15994.9643042101,54.9,16.5333625807159
BWA,2016,16905.588740873,,15.9770563161921
BWA,2017,17352.8958451454,,15.5945488813922
BWA,2018,17825.018569213,,15.2742822204211
BWA,2019,18106.0105471124,,14.8886521327687
CAF,2015,1043.92171697157,,64.9199143238182
CAF,2016,1073.94477703739,,64.5362704614863
CAF,2017,1103.86609318724,,64.1499025108055
CAF,2018,1125.70091748228,,63.9355114938651
CAF,2019,1145.09563657752,,63.620639457259
CAN,2015,55660.8455840759,33.7,1.64394121632256
CAN,2016,55606.1329948184,32.7,1.94789240379432
CAN,2017,56612.3062191777,33.3,1.51620180760819
CAN,2018,57337.4682870033,32.5,1.51886551919167
CAN,2019,57583.8230739204,31.8,1.53796177745857
CEB,2015,32053.9753560909,,9.57876719001826
CEB,2016,33063.1299853908,,8.72274958154612
CEB,2017,34898.5993254329,,8.51596264949022
CEB,2018,36731.0962344349,,8.09678212575884
CEB,2019,38302.005751171,,7.73671656535598
CHE,2015,78325.7487417695,32.3,3.38750816792445
CHE,2016,78956.0667315042,33.0,3.2713492185756
CHE,2017,79333.7437810881,32.7,3.13542145484868
CHE,2018,81371.8944120855,33.1,3.01064213419328
CHE,2019,81694.630652314,34.0,2.53795004633741
CHI,2015,,,2.61237287242451
CHI,2016,,,2.56060310651849
CHI,2017,,,2.50784100364847
CHI,2018,,,2.45418889435385
CHI,2019,,,2.39994009509903
CHL,2015,27817.9584848024,45.3,7.45055621763203
CHL,2016,27965.3473526831,,7.51260626996306
CHL,2017,27899.5979777012,45.3,7.41522665150279
